Channel,PHY
13,7
13,7
13,6
13,6
13,7
13,6
13,6
13,7
13,7
13,7
13,6
13,6
13,6
13,6
13,6
13,6
13,7
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,7
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,7
13,6
13,6
13,7
13,6
13,6
13,7
13,6
13,6
13,6
13,6
13,6
13,7
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,7
13,6
13,6
13,7
13,6
13,6
13,6
13,6
13,6
13,7
13,6
13,6
13,7
13,6
13,6
13,7
13,6
13,6
13,6
13,7
13,7
13,6
13,6
13,7
13,6
13,6
13,7
13,6
13,6
13,7
13,6
13,6
13,6
13,6
13,6
13,7
13,6
13,6
13,7
13,6
13,6
13,7
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,7
13,6
13,6
13,7
13,7
13,7
13,6
13,6
13,7
13,6
13,6
13,6
13,7
13,6
13,7
13,6
13,7
13,7
13,7
13,7
13,7
13,6
13,6
13,6
13,6
13,4
13,6
13,6
13,7
13,7
13,7
13,7
13,6
13,6
13,6
13,7
13,7
13,7
13,6
13,6
13,6
13,7
13,6
13,6
13,7
13,7
13,6
13,6
13,7
13,7
13,7
13,7
13,7
13,7
13,6
13,6
13,7
13,6
13,4
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,7
13,6
13,6
13,7
13,7
13,6
13,6
13,7
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,7
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,4
13,4
13,6
13,6
13,6
13,6
13,6
13,6
13,7
13,6
13,6
13,6
13,7
13,6
13,6
13,7
13,7
13,7
13,7
13,7
13,7
13,6
13,6
13,7
13,6
13,6
13,7
13,7
13,6
13,6
13,7
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,7
13,6
13,6
13,6
13,4
13,6
13,6
13,7
13,6
13,6
13,6
13,6
13,6
13,7
13,6
13,6
13,6
13,6
13,6
13,6
13,7
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,7
13,6
13,6
13,7
13,6
13,6
13,7
13,6
13,6
13,6
13,7
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,7
13,6
13,6
13,7
13,6
13,6
13,7
13,6
13,6
13,7
13,6
13,6
13,7
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,7
13,6
13,6
13,7
13,6
13,6
13,7
13,6
13,6
13,7
13,6
13,6
13,7
13,7
13,7
13,7
13,7
13,7
13,6
13,6
13,7
13,6
13,6
13,7
13,7
13,7
13,7
13,7
13,7
13,7
13,6
13,6
13,7
13,7
13,7
13,6
13,6
13,6
13,7
13,6
13,6
13,7
13,6
13,6
13,6
13,6
13,7
13,6
13,6
13,7
13,6
13,6
13,7
13,6
13,6
13,7
13,7
13,7
13,7
13,6
13,7
13,6
13,6
13,6
13,7
13,7
13,7
13,7
13,6
13,6
13,7
13,7
13,6
13,6
13,7
13,7
13,6
13,6
13,6
13,6
13,7
13,7
13,7
13,7
13,7
13,7
13,6
13,6
13,7
13,6
13,6
13,7
13,7
13,6
13,7
13,7
13,6
13,6
13,7
13,7
13,7
13,7
13,7
13,7
13,6
13,6
13,6
13,7
13,7
13,7
13,7
13,7
13,7
13,7
13,7
13,6
13,6
13,7
13,6
13,6
13,7
13,7
13,7
13,6
13,6
13,7
13,7
13,7
13,7
13,7
13,7
13,7
13,6
13,6
13,7
13,7
13,7
13,6
13,6
13,7
13,7
13,6
13,6
13,7
13,6
13,6
13,7
13,6
13,6
13,7
13,7
13,7
13,7
13,6
13,6
13,7
13,6
13,6
13,7
13,7
13,7
13,7
13,6
13,6
13,6
13,7
13,7
13,7
13,6
13,6
13,7
13,7
13,6
13,6
13,7
13,7
13,7
13,7
13,7
13,7
13,6
13,6
13,7
13,6
13,6
13,6
13,6
13,6
13,6
13,7
13,6
13,6
13,6
13,6
13,7
13,6
13,6
13,7
13,6
13,6
13,6
13,7
13,6
13,6
13,7
13,6
13,7
13,6
13,6
13,7
13,6
13,6
13,7
13,6
13,6
13,7
13,7
13,7
13,6
13,6
13,7
13,6
13,7
13,6
13,7
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,7
13,7
13,7
13,7
13,7
13,6
13,6
13,7
13,7
13,7
13,7
13,7
13,7
13,6
13,6
13,7
13,6
13,6
13,7
13,7
13,7
13,6
13,6
13,6
13,7
13,7
13,7
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,7
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,7
13,6
13,6
13,6
13,6
13,6
13,7
13,7
13,7
13,6
13,6
13,6
13,6
13,7
13,6
13,7
13,6
13,6
13,6
13,6
13,7
13,6
13,6
13,6
13,4
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,7
13,6
13,6
13,7
13,7
13,6
13,6
13,7
13,7
13,7
13,7
13,7
13,6
13,6
13,7
13,6
13,6
13,7
13,7
13,6
36,5
36,5
44,5
44,5
44,5
44,5
44,5
44,5
44,5
44,5
44,5
44,5
44,5
44,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,8
48,5
48,5
48,8
48,8
48,5
48,5
48,8
48,5
48,8
48,8
48,5
48,5
48,5
48,5
48,8
48,5
48,5
48,5
48,5
48,5
48,5
48,8
48,5
48,5
48,5
48,8
48,8
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
52,5
60,5
60,5
60,8
60,5
60,5
60,8
60,8
64,5
64,5
104,7
104,7
104,5
104,5
104,5
104,5
104,5
112,5
112,5
112,5
112,5
112,5
112,5
112,5
112,5
112,5
112,5
112,5
112,5
112,5
112,5
112,5
112,5
112,5
112,5
116,5
116,5
116,5
116,5
116,5
116,5
116,5
116,5
116,5
116,5
116,5
116,5
116,5
116,5
116,5
116,5
116,5
116,5
116,5
116,5
116,5
116,5
116,5
116,5
116,5
116,5
116,7
116,5
116,5
116,5
116,5
116,5
116,5
116,5
116,5
116,5
132,5
132,5
132,5
132,5
132,5
132,5
1,6
1,6
1,6
1,6
1,6
1,6
1,4
1,4
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,4
1,6
1,6
1,4
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,4
1,4
1,6
2,4
2,4
3,4
4,4
5,6
5,7
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,6
5,7
5,7
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,7
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,7
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,7
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,7
5,7
5,7
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,7
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,7
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,6
5,7
5,6
5,6
5,6
5,6
5,6
5,6
5,6
5,7
5,6
5,7
5,7
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,6
5,7
5,6
5,7
5,6
5,7
5,6
5,6
5,6
5,7
5,7
5,6
5,7
5,6
5,6
5,7
5,6
5,7
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,7
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,7
5,7
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,7
5,7
5,7
5,7
5,6
5,6
5,6
5,6
5,7
5,7
5,7
5,7
5,6
5,7
5,6
5,7
5,7
5,6
5,7
5,7
5,7
5,7
5,7
5,6
5,6
5,7
5,7
5,7
5,7
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,6
5,6
5,7
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,7
5,6
5,7
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,6
5,7
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,7
5,6
5,7
5,7
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,6
5,7
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,7
5,6
5,7
5,7
5,7
5,7
5,7
5,6
5,6
5,7
5,7
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,7
5,7
5,7
5,6
5,6
5,7
5,7
5,7
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,6
5,7
5,7
5,6
5,6
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,4
5,7
5,7
5,7
5,7
5,6
5,6
5,6
5,4
5,6
5,7
5,6
5,6
5,6
5,7
5,6
5,6
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,6
5,7
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,7
5,7
5,7
5,7
5,7
5,6
5,7
5,6
5,6
5,7
5,6
5,7
5,6
5,7
5,6
5,6
5,7
5,6
5,6
5,7
5,7
5,7
5,7
5,6
5,6
5,7
5,7
5,7
5,7
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,6
5,7
5,7
5,7
5,6
5,7
5,7
5,6
5,7
5,6
5,6
5,7
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,7
5,6
5,7
5,7
5,6
5,7
5,7
5,7
5,7
5,6
5,6
5,7
5,7
5,7
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,7
5,7
5,6
5,6
5,6
5,6
5,7
5,7
5,6
5,6
5,7
5,7
5,6
5,6
5,7
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,6
5,6
5,6
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,6
5,7
5,7
5,6
5,6
5,6
5,6
5,7
5,6
5,6
5,6
5,6
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,6
5,7
5,7
5,6
5,6
5,7
5,6
5,6
5,7
5,7
5,6
5,6
5,6
5,6
5,6
5,7
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
6,4
6,4
6,4
6,4
6,4
6,4
6,4
6,4
7,4
7,4
9,6
9,6
9,4
9,6
9,6
9,6
9,4
9,6
9,4
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
11,4
13,6
13,6
13,6
13,6
13,6
13,6
13,7
13,6
13,7
13,7
13,6
13,4
13,6
13,7
13,7
13,6
13,7
13,6
13,4
13,6
13,6
13,6
13,6
13,6
13,7
13,7
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,7
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,4
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,4
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,7
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,4
13,4
13,6
13,6
13,6
13,6
13,4
13,6
13,6
40,5
40,5
44,5
44,5
44,5
44,5
44,5
44,5
44,5
44,5
44,5
44,5
44,5
44,5
44,5
44,5
44,5
44,5
44,5
44,5
44,5
44,5
44,5
44,5
48,5
48,5
48,5
48,5
48,5
48,8
48,8
48,8
48,8
48,8
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,7
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
48,5
60,5
60,5
60,5
60,8
60,5
60,8
60,7
60,8
60,5
64,5
64,5
64,5
100,5
104,5
104,5
104,5
104,5
104,5
104,5
104,8
104,5
104,5
104,5
104,5
104,5
104,5
104,5
104,5
104,5
104,5
104,5
104,5
104,5
112,5
112,5
112,5
112,5
112,5
112,5
112,5
112,5
112,5
112,5
112,5
116,5
116,5
116,5
116,5
116,5
116,5
116,5
116,5
116,5
116,5
116,5
116,5
116,5
116,5
116,5
116,5
132,5
132,5
132,5
132,8
132,5
132,5
132,5
132,5
132,5
132,5
132,5
132,5
132,5
132,5
132,5
132,5
132,5
132,5
132,5
132,5
132,5
132,5
132,5
132,5
132,5
132,5
132,5
132,5
132,5
132,5
132,5
132,5
132,5
132,5
132,5
132,5
132,5
132,5
132,5
132,5
132,5
132,5
132,5
132,5
132,5
132,5
132,5
132,5
132,5
132,5
132,5
132,5
1,7
1,7
1,7
1,7
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,7
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
2,4
4,4
4,4
4,4
4,4
4,4
5,6
5,7
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,7
5,7
5,7
5,7
5,7
5,6
5,7
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,6
5,7
5,6
5,7
5,7
5,7
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,6
5,6
5,7
5,6
5,7
5,7
5,6
5,6
5,7
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,7
5,6
5,7
5,7
5,7
5,7
5,6
5,6
5,6
5,7
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,6
5,7
5,7
5,6
5,7
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,7
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,7
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,6
5,7
5,7
5,7
5,6
5,6
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,7
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,6
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,6
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,6
5,6
5,6
5,6
5,7
5,7
5,7
5,7
5,6
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,7
5,7
5,7
5,7
5,7
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,6
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
